"Provincias	Condición jurídica	Periodo	Total"
"35 Palmas, Las	Personas físicas	2003	38.038"
"35 Palmas, Las	Personas físicas	2002	37.220"
"35 Palmas, Las	Personas físicas	2001	36.558"
"35 Palmas, Las	Personas físicas	2000	36.326"
"35 Palmas, Las	Personas físicas	1999	35.420"
"36 Pontevedra	Total	2024	65.346"
"36 Pontevedra	Total	2023	65.088"
"36 Pontevedra	Total	2022	68.887"
"36 Pontevedra	Total	2021	68.043"
"36 Pontevedra	Total	2020	69.100"
"36 Pontevedra	Total	2019	69.698"
"36 Pontevedra	Total	2018	69.437"
"36 Pontevedra	Total	2017	68.831"
"36 Pontevedra	Total	2016	67.968"
"36 Pontevedra	Total	2015	67.085"
"36 Pontevedra	Total	2014	65.525"
"36 Pontevedra	Total	2013	66.067"
"36 Pontevedra	Total	2012	66.970"
"36 Pontevedra	Total	2011	67.728"
"36 Pontevedra	Total	2010	68.331"
"36 Pontevedra	Total	2009	69.350"
"36 Pontevedra	Total	2008	70.408"
"36 Pontevedra	Total	2007	69.018"
"36 Pontevedra	Total	2006	65.849"
"36 Pontevedra	Total	2005	63.125"
"36 Pontevedra	Total	2004	61.571"
"36 Pontevedra	Total	2003	58.373"
"36 Pontevedra	Total	2002	56.293"
"36 Pontevedra	Total	2001	54.710"
"36 Pontevedra	Total	2000	53.907"
"36 Pontevedra	Total	1999	52.013"
"36 Pontevedra	Sociedades anónimas	2024	684"
"36 Pontevedra	Sociedades anónimas	2023	688"
"36 Pontevedra	Sociedades anónimas	2022	803"
"36 Pontevedra	Sociedades anónimas	2021	824"
"36 Pontevedra	Sociedades anónimas	2020	869"
"36 Pontevedra	Sociedades anónimas	2019	947"
"36 Pontevedra	Sociedades anónimas	2018	1.113"
"36 Pontevedra	Sociedades anónimas	2017	1.146"
"36 Pontevedra	Sociedades anónimas	2016	1.190"
"36 Pontevedra	Sociedades anónimas	2015	1.250"
"36 Pontevedra	Sociedades anónimas	2014	1.297"
"36 Pontevedra	Sociedades anónimas	2013	1.326"
"36 Pontevedra	Sociedades anónimas	2012	1.395"
"36 Pontevedra	Sociedades anónimas	2011	1.419"
"36 Pontevedra	Sociedades anónimas	2010	1.438"
"36 Pontevedra	Sociedades anónimas	2009	1.517"
"36 Pontevedra	Sociedades anónimas	2008	1.548"
"36 Pontevedra	Sociedades anónimas	2007	1.573"
"36 Pontevedra	Sociedades anónimas	2006	1.568"
"36 Pontevedra	Sociedades anónimas	2005	1.556"
"36 Pontevedra	Sociedades anónimas	2004	1.539"
"36 Pontevedra	Sociedades anónimas	2003	1.524"
"36 Pontevedra	Sociedades anónimas	2002	1.507"
"36 Pontevedra	Sociedades anónimas	2001	1.506"
"36 Pontevedra	Sociedades anónimas	2000	1.488"
"36 Pontevedra	Sociedades anónimas	1999	1.492"
"36 Pontevedra	Sociedades de responsabilidad limitada	2024	21.939"
"36 Pontevedra	Sociedades de responsabilidad limitada	2023	21.568"
"36 Pontevedra	Sociedades de responsabilidad limitada	2022	23.434"
"36 Pontevedra	Sociedades de responsabilidad limitada	2021	23.198"
"36 Pontevedra	Sociedades de responsabilidad limitada	2020	23.637"
"36 Pontevedra	Sociedades de responsabilidad limitada	2019	24.506"
"36 Pontevedra	Sociedades de responsabilidad limitada	2018	25.146"
"36 Pontevedra	Sociedades de responsabilidad limitada	2017	24.890"
"36 Pontevedra	Sociedades de responsabilidad limitada	2016	24.853"
"36 Pontevedra	Sociedades de responsabilidad limitada	2015	24.967"
"36 Pontevedra	Sociedades de responsabilidad limitada	2014	24.794"
"36 Pontevedra	Sociedades de responsabilidad limitada	2013	24.838"
"36 Pontevedra	Sociedades de responsabilidad limitada	2012	25.078"
"36 Pontevedra	Sociedades de responsabilidad limitada	2011	25.124"
"36 Pontevedra	Sociedades de responsabilidad limitada	2010	25.321"
"36 Pontevedra	Sociedades de responsabilidad limitada	2009	25.668"
"36 Pontevedra	Sociedades de responsabilidad limitada	2008	25.878"
"36 Pontevedra	Sociedades de responsabilidad limitada	2007	24.441"
"36 Pontevedra	Sociedades de responsabilidad limitada	2006	22.651"
"36 Pontevedra	Sociedades de responsabilidad limitada	2005	20.896"
"36 Pontevedra	Sociedades de responsabilidad limitada	2004	19.508"
"36 Pontevedra	Sociedades de responsabilidad limitada	2003	17.987"
"36 Pontevedra	Sociedades de responsabilidad limitada	2002	16.750"
"36 Pontevedra	Sociedades de responsabilidad limitada	2001	15.803"
"36 Pontevedra	Sociedades de responsabilidad limitada	2000	14.809"
"36 Pontevedra	Sociedades de responsabilidad limitada	1999	13.794"
"36 Pontevedra	Sociedades colectivas	2024	1"
"36 Pontevedra	Sociedades colectivas	2023	1"
"36 Pontevedra	Sociedades colectivas	2022	1"
"36 Pontevedra	Sociedades colectivas	2021	1"
"36 Pontevedra	Sociedades colectivas	2020	1"
"36 Pontevedra	Sociedades colectivas	2019	1"
"36 Pontevedra	Sociedades colectivas	2018	1"
"36 Pontevedra	Sociedades colectivas	2017	1"
"36 Pontevedra	Sociedades colectivas	2016	2"
"36 Pontevedra	Sociedades colectivas	2015	2"
"36 Pontevedra	Sociedades colectivas	2014	2"
"36 Pontevedra	Sociedades colectivas	2013	2"
"36 Pontevedra	Sociedades colectivas	2012	2"
"36 Pontevedra	Sociedades colectivas	2011	2"
"36 Pontevedra	Sociedades colectivas	2010	2"
"36 Pontevedra	Sociedades colectivas	2009	2"
"36 Pontevedra	Sociedades colectivas	2008	3"
"36 Pontevedra	Sociedades colectivas	2007	3"
"36 Pontevedra	Sociedades colectivas	2006	3"
"36 Pontevedra	Sociedades colectivas	2005	3"
"36 Pontevedra	Sociedades colectivas	2004	3"
"36 Pontevedra	Sociedades colectivas	2003	3"
"36 Pontevedra	Sociedades colectivas	2002	3"
"36 Pontevedra	Sociedades colectivas	2001	3"
"36 Pontevedra	Sociedades colectivas	2000	2"
"36 Pontevedra	Sociedades colectivas	1999	3"
"36 Pontevedra	Sociedades comanditarias	2024	0"
"36 Pontevedra	Sociedades comanditarias	2023	0"
"36 Pontevedra	Sociedades comanditarias	2022	0"
"36 Pontevedra	Sociedades comanditarias	2021	0"
"36 Pontevedra	Sociedades comanditarias	2020	0"
"36 Pontevedra	Sociedades comanditarias	2019	0"
"36 Pontevedra	Sociedades comanditarias	2018	0"
"36 Pontevedra	Sociedades comanditarias	2017	0"
"36 Pontevedra	Sociedades comanditarias	2016	0"
"36 Pontevedra	Sociedades comanditarias	2015	0"
"36 Pontevedra	Sociedades comanditarias	2014	0"
"36 Pontevedra	Sociedades comanditarias	2013	0"
"36 Pontevedra	Sociedades comanditarias	2012	0"
"36 Pontevedra	Sociedades comanditarias	2011	0"
"36 Pontevedra	Sociedades comanditarias	2010	0"
"36 Pontevedra	Sociedades comanditarias	2009	0"
"36 Pontevedra	Sociedades comanditarias	2008	0"
"36 Pontevedra	Sociedades comanditarias	2007	0"
"36 Pontevedra	Sociedades comanditarias	2006	0"
"36 Pontevedra	Sociedades comanditarias	2005	0"
"36 Pontevedra	Sociedades comanditarias	2004	0"
"36 Pontevedra	Sociedades comanditarias	2003	0"
"36 Pontevedra	Sociedades comanditarias	2002	0"
"36 Pontevedra	Sociedades comanditarias	2001	0"
"36 Pontevedra	Sociedades comanditarias	2000	0"
"36 Pontevedra	Sociedades comanditarias	1999	0"
"36 Pontevedra	Comunidades de bienes	2024	2.865"
"36 Pontevedra	Comunidades de bienes	2023	2.814"
"36 Pontevedra	Comunidades de bienes	2022	2.992"
"36 Pontevedra	Comunidades de bienes	2021	2.944"
"36 Pontevedra	Comunidades de bienes	2020	2.984"
"36 Pontevedra	Comunidades de bienes	2019	3.006"
"36 Pontevedra	Comunidades de bienes	2018	3.008"
"36 Pontevedra	Comunidades de bienes	2017	2.994"
"36 Pontevedra	Comunidades de bienes	2016	3.029"
"36 Pontevedra	Comunidades de bienes	2015	2.989"
"36 Pontevedra	Comunidades de bienes	2014	2.856"
"36 Pontevedra	Comunidades de bienes	2013	2.747"
"36 Pontevedra	Comunidades de bienes	2012	2.903"
"36 Pontevedra	Comunidades de bienes	2011	2.929"
"36 Pontevedra	Comunidades de bienes	2010	2.924"
"36 Pontevedra	Comunidades de bienes	2009	2.983"
"36 Pontevedra	Comunidades de bienes	2008	3.030"
"36 Pontevedra	Comunidades de bienes	2007	2.928"
"36 Pontevedra	Comunidades de bienes	2006	2.815"
"36 Pontevedra	Comunidades de bienes	2005	2.611"
"36 Pontevedra	Comunidades de bienes	2004	2.399"
"36 Pontevedra	Comunidades de bienes	2003	2.086"
"36 Pontevedra	Comunidades de bienes	2002	1.982"
"36 Pontevedra	Comunidades de bienes	2001	1.900"
"36 Pontevedra	Comunidades de bienes	2000	1.810"
"36 Pontevedra	Comunidades de bienes	1999	1.670"
"36 Pontevedra	Sociedades cooperativas	2024	441"
"36 Pontevedra	Sociedades cooperativas	2023	409"
"36 Pontevedra	Sociedades cooperativas	2022	390"
"36 Pontevedra	Sociedades cooperativas	2021	350"
"36 Pontevedra	Sociedades cooperativas	2020	324"
"36 Pontevedra	Sociedades cooperativas	2019	292"
"36 Pontevedra	Sociedades cooperativas	2018	284"
"36 Pontevedra	Sociedades cooperativas	2017	285"
"36 Pontevedra	Sociedades cooperativas	2016	275"
"36 Pontevedra	Sociedades cooperativas	2015	279"
"36 Pontevedra	Sociedades cooperativas	2014	276"
"36 Pontevedra	Sociedades cooperativas	2013	272"
"36 Pontevedra	Sociedades cooperativas	2012	265"
"36 Pontevedra	Sociedades cooperativas	2011	263"
"36 Pontevedra	Sociedades cooperativas	2010	267"
"36 Pontevedra	Sociedades cooperativas	2009	278"
"36 Pontevedra	Sociedades cooperativas	2008	290"
"36 Pontevedra	Sociedades cooperativas	2007	302"
"36 Pontevedra	Sociedades cooperativas	2006	291"
"36 Pontevedra	Sociedades cooperativas	2005	287"
"36 Pontevedra	Sociedades cooperativas	2004	293"
"36 Pontevedra	Sociedades cooperativas	2003	294"
"36 Pontevedra	Sociedades cooperativas	2002	281"
"36 Pontevedra	Sociedades cooperativas	2001	248"
"36 Pontevedra	Sociedades cooperativas	2000	235"
"36 Pontevedra	Sociedades cooperativas	1999	222"
"36 Pontevedra	Asociaciones y otros tipos	2024	2.620"
"36 Pontevedra	Asociaciones y otros tipos	2023	2.535"
"36 Pontevedra	Asociaciones y otros tipos	2022	2.735"
"36 Pontevedra	Asociaciones y otros tipos	2021	2.651"
"36 Pontevedra	Asociaciones y otros tipos	2020	2.657"
"36 Pontevedra	Asociaciones y otros tipos	2019	2.577"
"36 Pontevedra	Asociaciones y otros tipos	2018	2.452"
"36 Pontevedra	Asociaciones y otros tipos	2017	2.430"
"36 Pontevedra	Asociaciones y otros tipos	2016	2.674"
"36 Pontevedra	Asociaciones y otros tipos	2015	2.669"
"36 Pontevedra	Asociaciones y otros tipos	2014	2.515"
"36 Pontevedra	Asociaciones y otros tipos	2013	2.427"
"36 Pontevedra	Asociaciones y otros tipos	2012	2.445"
"36 Pontevedra	Asociaciones y otros tipos	2011	2.346"
"36 Pontevedra	Asociaciones y otros tipos	2010	2.291"
"36 Pontevedra	Asociaciones y otros tipos	2009	2.153"
"36 Pontevedra	Asociaciones y otros tipos	2008	2.060"
"36 Pontevedra	Asociaciones y otros tipos	2007	1.887"
"36 Pontevedra	Asociaciones y otros tipos	2006	1.756"
"36 Pontevedra	Asociaciones y otros tipos	2005	1.559"
"36 Pontevedra	Asociaciones y otros tipos	2004	1.445"
"36 Pontevedra	Asociaciones y otros tipos	2003	1.260"
"36 Pontevedra	Asociaciones y otros tipos	2002	1.127"
"36 Pontevedra	Asociaciones y otros tipos	2001	1.020"
"36 Pontevedra	Asociaciones y otros tipos	2000	930"
"36 Pontevedra	Asociaciones y otros tipos	1999	747"
"36 Pontevedra	Organismos autónomos y otros	2024	93"
"36 Pontevedra	Organismos autónomos y otros	2023	94"
"36 Pontevedra	Organismos autónomos y otros	2022	97"
"36 Pontevedra	Organismos autónomos y otros	2021	99"
"36 Pontevedra	Organismos autónomos y otros	2020	101"
"36 Pontevedra	Organismos autónomos y otros	2019	106"
"36 Pontevedra	Organismos autónomos y otros	2018	109"
"36 Pontevedra	Organismos autónomos y otros	2017	109"
"36 Pontevedra	Organismos autónomos y otros	2016	109"
"36 Pontevedra	Organismos autónomos y otros	2015	117"
"36 Pontevedra	Organismos autónomos y otros	2014	116"
"36 Pontevedra	Organismos autónomos y otros	2013	114"
"36 Pontevedra	Organismos autónomos y otros	2012	114"
"36 Pontevedra	Organismos autónomos y otros	2011	114"
"36 Pontevedra	Organismos autónomos y otros	2010	110"
"36 Pontevedra	Organismos autónomos y otros	2009	112"
"36 Pontevedra	Organismos autónomos y otros	2008	113"
"36 Pontevedra	Organismos autónomos y otros	2007	115"
"36 Pontevedra	Organismos autónomos y otros	2006	118"
"36 Pontevedra	Organismos autónomos y otros	2005	114"
"36 Pontevedra	Organismos autónomos y otros	2004	112"
"36 Pontevedra	Organismos autónomos y otros	2003	112"
"36 Pontevedra	Organismos autónomos y otros	2002	70"
"36 Pontevedra	Organismos autónomos y otros	2001	70"
"36 Pontevedra	Organismos autónomos y otros	2000	70"
"36 Pontevedra	Organismos autónomos y otros	1999	68"
"36 Pontevedra	Personas físicas	2024	36.703"
"36 Pontevedra	Personas físicas	2023	36.979"
"36 Pontevedra	Personas físicas	2022	38.435"
"36 Pontevedra	Personas físicas	2021	37.976"
"36 Pontevedra	Personas físicas	2020	38.527"
"36 Pontevedra	Personas físicas	2019	38.263"
"36 Pontevedra	Personas físicas	2018	37.324"
"36 Pontevedra	Personas físicas	2017	36.976"
"36 Pontevedra	Personas físicas	2016	35.836"
"36 Pontevedra	Personas físicas	2015	34.812"
"36 Pontevedra	Personas físicas	2014	33.669"
"36 Pontevedra	Personas físicas	2013	34.341"
"36 Pontevedra	Personas físicas	2012	34.768"
"36 Pontevedra	Personas físicas	2011	35.531"
"36 Pontevedra	Personas físicas	2010	35.978"
"36 Pontevedra	Personas físicas	2009	36.637"
"36 Pontevedra	Personas físicas	2008	37.486"
"36 Pontevedra	Personas físicas	2007	37.769"
"36 Pontevedra	Personas físicas	2006	36.647"
"36 Pontevedra	Personas físicas	2005	36.099"
"36 Pontevedra	Personas físicas	2004	36.272"
"36 Pontevedra	Personas físicas	2003	35.107"
"36 Pontevedra	Personas físicas	2002	34.573"
"36 Pontevedra	Personas físicas	2001	34.160"
"36 Pontevedra	Personas físicas	2000	34.563"
"36 Pontevedra	Personas físicas	1999	34.017"
"26 Rioja, La	Total	2024	21.219"
"26 Rioja, La	Total	2023	21.178"
"26 Rioja, La	Total	2022	22.532"
"26 Rioja, La	Total	2021	22.357"
"26 Rioja, La	Total	2020	22.700"
"26 Rioja, La	Total	2019	22.669"
"26 Rioja, La	Total	2018	23.197"
"26 Rioja, La	Total	2017	23.167"
"26 Rioja, La	Total	2016	23.076"
"26 Rioja, La	Total	2015	23.083"
"26 Rioja, La	Total	2014	22.314"
"26 Rioja, La	Total	2013	22.316"
"26 Rioja, La	Total	2012	22.486"
"26 Rioja, La	Total	2011	22.801"
"26 Rioja, La	Total	2010	23.190"
"26 Rioja, La	Total	2009	23.525"
"26 Rioja, La	Total	2008	23.834"
"26 Rioja, La	Total	2007	23.404"
"26 Rioja, La	Total	2006	22.393"
"26 Rioja, La	Total	2005	21.598"
"26 Rioja, La	Total	2004	21.049"
"26 Rioja, La	Total	2003	20.094"
"26 Rioja, La	Total	2002	19.499"
"26 Rioja, La	Total	2001	18.985"
"26 Rioja, La	Total	2000	18.716"
"26 Rioja, La	Total	1999	18.398"
"26 Rioja, La	Sociedades anónimas	2024	442"
"26 Rioja, La	Sociedades anónimas	2023	454"
"26 Rioja, La	Sociedades anónimas	2022	495"
"26 Rioja, La	Sociedades anónimas	2021	515"
"26 Rioja, La	Sociedades anónimas	2020	535"
"26 Rioja, La	Sociedades anónimas	2019	569"
"26 Rioja, La	Sociedades anónimas	2018	660"
"26 Rioja, La	Sociedades anónimas	2017	666"
"26 Rioja, La	Sociedades anónimas	2016	695"
"26 Rioja, La	Sociedades anónimas	2015	720"
"26 Rioja, La	Sociedades anónimas	2014	730"
"26 Rioja, La	Sociedades anónimas	2013	763"
"26 Rioja, La	Sociedades anónimas	2012	790"
"26 Rioja, La	Sociedades anónimas	2011	812"
"26 Rioja, La	Sociedades anónimas	2010	827"
"26 Rioja, La	Sociedades anónimas	2009	849"
"26 Rioja, La	Sociedades anónimas	2008	857"
"26 Rioja, La	Sociedades anónimas	2007	883"
"26 Rioja, La	Sociedades anónimas	2006	892"
"26 Rioja, La	Sociedades anónimas	2005	914"
"26 Rioja, La	Sociedades anónimas	2004	941"
"26 Rioja, La	Sociedades anónimas	2003	925"
"26 Rioja, La	Sociedades anónimas	2002	944"
"26 Rioja, La	Sociedades anónimas	2001	957"
"26 Rioja, La	Sociedades anónimas	2000	959"
"26 Rioja, La	Sociedades anónimas	1999	968"
"26 Rioja, La	Sociedades de responsabilidad limitada	2024	6.620"
"26 Rioja, La	Sociedades de responsabilidad limitada	2023	6.467"
"26 Rioja, La	Sociedades de responsabilidad limitada	2022	6.797"
"26 Rioja, La	Sociedades de responsabilidad limitada	2021	6.625"
"26 Rioja, La	Sociedades de responsabilidad limitada	2020	6.614"
"26 Rioja, La	Sociedades de responsabilidad limitada	2019	6.610"
"26 Rioja, La	Sociedades de responsabilidad limitada	2018	7.031"
"26 Rioja, La	Sociedades de responsabilidad limitada	2017	6.873"
"26 Rioja, La	Sociedades de responsabilidad limitada	2016	6.673"
"26 Rioja, La	Sociedades de responsabilidad limitada	2015	6.636"
"26 Rioja, La	Sociedades de responsabilidad limitada	2014	6.587"
"26 Rioja, La	Sociedades de responsabilidad limitada	2013	6.540"
"26 Rioja, La	Sociedades de responsabilidad limitada	2012	6.411"
"26 Rioja, La	Sociedades de responsabilidad limitada	2011	6.403"
"26 Rioja, La	Sociedades de responsabilidad limitada	2010	6.500"
"26 Rioja, La	Sociedades de responsabilidad limitada	2009	6.571"
"26 Rioja, La	Sociedades de responsabilidad limitada	2008	6.401"
"26 Rioja, La	Sociedades de responsabilidad limitada	2007	6.009"
"26 Rioja, La	Sociedades de responsabilidad limitada	2006	5.544"
"26 Rioja, La	Sociedades de responsabilidad limitada	2005	5.072"
"26 Rioja, La	Sociedades de responsabilidad limitada	2004	4.638"
"26 Rioja, La	Sociedades de responsabilidad limitada	2003	4.222"
"26 Rioja, La	Sociedades de responsabilidad limitada	2002	3.925"
"26 Rioja, La	Sociedades de responsabilidad limitada	2001	3.652"
"26 Rioja, La	Sociedades de responsabilidad limitada	2000	3.386"
"26 Rioja, La	Sociedades de responsabilidad limitada	1999	3.128"
"26 Rioja, La	Sociedades colectivas	2024	1"
"26 Rioja, La	Sociedades colectivas	2023	1"
"26 Rioja, La	Sociedades colectivas	2022	1"
"26 Rioja, La	Sociedades colectivas	2021	1"
"26 Rioja, La	Sociedades colectivas	2020	1"
"26 Rioja, La	Sociedades colectivas	2019	1"
"26 Rioja, La	Sociedades colectivas	2018	1"
"26 Rioja, La	Sociedades colectivas	2017	1"
"26 Rioja, La	Sociedades colectivas	2016	1"
"26 Rioja, La	Sociedades colectivas	2015	1"
"26 Rioja, La	Sociedades colectivas	2014	1"
"26 Rioja, La	Sociedades colectivas	2013	1"
"26 Rioja, La	Sociedades colectivas	2012	1"
"26 Rioja, La	Sociedades colectivas	2011	1"
"26 Rioja, La	Sociedades colectivas	2010	1"
"26 Rioja, La	Sociedades colectivas	2009	1"
"26 Rioja, La	Sociedades colectivas	2008	2"
"26 Rioja, La	Sociedades colectivas	2007	2"
"26 Rioja, La	Sociedades colectivas	2006	2"
"26 Rioja, La	Sociedades colectivas	2005	2"
"26 Rioja, La	Sociedades colectivas	2004	3"
"26 Rioja, La	Sociedades colectivas	2003	3"
"26 Rioja, La	Sociedades colectivas	2002	3"
"26 Rioja, La	Sociedades colectivas	2001	3"
"26 Rioja, La	Sociedades colectivas	2000	3"
"26 Rioja, La	Sociedades colectivas	1999	4"
"26 Rioja, La	Sociedades comanditarias	2024	0"
"26 Rioja, La	Sociedades comanditarias	2023	0"
"26 Rioja, La	Sociedades comanditarias	2022	0"
"26 Rioja, La	Sociedades comanditarias	2021	0"
"26 Rioja, La	Sociedades comanditarias	2020	0"
"26 Rioja, La	Sociedades comanditarias	2019	0"
"26 Rioja, La	Sociedades comanditarias	2018	0"
"26 Rioja, La	Sociedades comanditarias	2017	0"
"26 Rioja, La	Sociedades comanditarias	2016	0"
"26 Rioja, La	Sociedades comanditarias	2015	0"
"26 Rioja, La	Sociedades comanditarias	2014	0"
"26 Rioja, La	Sociedades comanditarias	2013	0"
"26 Rioja, La	Sociedades comanditarias	2012	0"
"26 Rioja, La	Sociedades comanditarias	2011	0"
"26 Rioja, La	Sociedades comanditarias	2010	0"
"26 Rioja, La	Sociedades comanditarias	2009	0"
"26 Rioja, La	Sociedades comanditarias	2008	0"
"26 Rioja, La	Sociedades comanditarias	2007	0"
"26 Rioja, La	Sociedades comanditarias	2006	0"
"26 Rioja, La	Sociedades comanditarias	2005	0"
"26 Rioja, La	Sociedades comanditarias	2004	0"
"26 Rioja, La	Sociedades comanditarias	2003	0"
"26 Rioja, La	Sociedades comanditarias	2002	0"
"26 Rioja, La	Sociedades comanditarias	2001	0"
"26 Rioja, La	Sociedades comanditarias	2000	0"
"26 Rioja, La	Sociedades comanditarias	1999	0"
"26 Rioja, La	Comunidades de bienes	2024	1.243"
"26 Rioja, La	Comunidades de bienes	2023	1.219"
"26 Rioja, La	Comunidades de bienes	2022	1.283"
"26 Rioja, La	Comunidades de bienes	2021	1.288"
"26 Rioja, La	Comunidades de bienes	2020	1.338"
"26 Rioja, La	Comunidades de bienes	2019	1.335"
"26 Rioja, La	Comunidades de bienes	2018	1.341"
"26 Rioja, La	Comunidades de bienes	2017	1.356"
"26 Rioja, La	Comunidades de bienes	2016	1.255"
"26 Rioja, La	Comunidades de bienes	2015	1.255"
"26 Rioja, La	Comunidades de bienes	2014	804"
"26 Rioja, La	Comunidades de bienes	2013	787"
"26 Rioja, La	Comunidades de bienes	2012	772"
"26 Rioja, La	Comunidades de bienes	2011	772"
"26 Rioja, La	Comunidades de bienes	2010	784"
"26 Rioja, La	Comunidades de bienes	2009	767"
"26 Rioja, La	Comunidades de bienes	2008	723"
"26 Rioja, La	Comunidades de bienes	2007	652"
"26 Rioja, La	Comunidades de bienes	2006	612"
"26 Rioja, La	Comunidades de bienes	2005	560"
"26 Rioja, La	Comunidades de bienes	2004	519"
"26 Rioja, La	Comunidades de bienes	2003	475"
"26 Rioja, La	Comunidades de bienes	2002	463"
"26 Rioja, La	Comunidades de bienes	2001	456"
"26 Rioja, La	Comunidades de bienes	2000	425"
"26 Rioja, La	Comunidades de bienes	1999	414"
"26 Rioja, La	Sociedades cooperativas	2024	102"
"26 Rioja, La	Sociedades cooperativas	2023	105"
"26 Rioja, La	Sociedades cooperativas	2022	116"
"26 Rioja, La	Sociedades cooperativas	2021	122"
"26 Rioja, La	Sociedades cooperativas	2020	128"
"26 Rioja, La	Sociedades cooperativas	2019	135"
"26 Rioja, La	Sociedades cooperativas	2018	141"
"26 Rioja, La	Sociedades cooperativas	2017	141"
"26 Rioja, La	Sociedades cooperativas	2016	152"
"26 Rioja, La	Sociedades cooperativas	2015	153"
"26 Rioja, La	Sociedades cooperativas	2014	162"
"26 Rioja, La	Sociedades cooperativas	2013	164"
"26 Rioja, La	Sociedades cooperativas	2012	169"
"26 Rioja, La	Sociedades cooperativas	2011	170"
"26 Rioja, La	Sociedades cooperativas	2010	179"
"26 Rioja, La	Sociedades cooperativas	2009	178"
"26 Rioja, La	Sociedades cooperativas	2008	180"
"26 Rioja, La	Sociedades cooperativas	2007	186"
"26 Rioja, La	Sociedades cooperativas	2006	191"
"26 Rioja, La	Sociedades cooperativas	2005	193"
"26 Rioja, La	Sociedades cooperativas	2004	198"
"26 Rioja, La	Sociedades cooperativas	2003	206"
"26 Rioja, La	Sociedades cooperativas	2002	196"
"26 Rioja, La	Sociedades cooperativas	2001	182"
"26 Rioja, La	Sociedades cooperativas	2000	173"
"26 Rioja, La	Sociedades cooperativas	1999	172"
"26 Rioja, La	Asociaciones y otros tipos	2024	1.338"
"26 Rioja, La	Asociaciones y otros tipos	2023	1.317"
"26 Rioja, La	Asociaciones y otros tipos	2022	1.452"
"26 Rioja, La	Asociaciones y otros tipos	2021	1.445"
"26 Rioja, La	Asociaciones y otros tipos	2020	1.507"
"26 Rioja, La	Asociaciones y otros tipos	2019	1.488"
"26 Rioja, La	Asociaciones y otros tipos	2018	1.557"
"26 Rioja, La	Asociaciones y otros tipos	2017	1.709"
"26 Rioja, La	Asociaciones y otros tipos	2016	2.540"
"26 Rioja, La	Asociaciones y otros tipos	2015	2.844"
"26 Rioja, La	Asociaciones y otros tipos	2014	2.732"
"26 Rioja, La	Asociaciones y otros tipos	2013	2.666"
"26 Rioja, La	Asociaciones y otros tipos	2012	2.684"
"26 Rioja, La	Asociaciones y otros tipos	2011	2.706"
"26 Rioja, La	Asociaciones y otros tipos	2010	2.648"
"26 Rioja, La	Asociaciones y otros tipos	2009	2.585"
"26 Rioja, La	Asociaciones y otros tipos	2008	2.526"
"26 Rioja, La	Asociaciones y otros tipos	2007	2.374"
"26 Rioja, La	Asociaciones y otros tipos	2006	2.267"
"26 Rioja, La	Asociaciones y otros tipos	2005	2.075"
"26 Rioja, La	Asociaciones y otros tipos	2004	1.913"
"26 Rioja, La	Asociaciones y otros tipos	2003	1.701"
"26 Rioja, La	Asociaciones y otros tipos	2002	1.551"
"26 Rioja, La	Asociaciones y otros tipos	2001	1.403"
"26 Rioja, La	Asociaciones y otros tipos	2000	1.345"
"26 Rioja, La	Asociaciones y otros tipos	1999	1.228"
"26 Rioja, La	Organismos autónomos y otros	2024	111"
"26 Rioja, La	Organismos autónomos y otros	2023	109"
"26 Rioja, La	Organismos autónomos y otros	2022	112"
"26 Rioja, La	Organismos autónomos y otros	2021	111"
"26 Rioja, La	Organismos autónomos y otros	2020	114"
"26 Rioja, La	Organismos autónomos y otros	2019	113"
"26 Rioja, La	Organismos autónomos y otros	2018	109"
"26 Rioja, La	Organismos autónomos y otros	2017	114"
"26 Rioja, La	Organismos autónomos y otros	2016	112"
"26 Rioja, La	Organismos autónomos y otros	2015	111"
"26 Rioja, La	Organismos autónomos y otros	2014	103"
"26 Rioja, La	Organismos autónomos y otros	2013	101"
"26 Rioja, La	Organismos autónomos y otros	2012	104"
"26 Rioja, La	Organismos autónomos y otros	2011	103"
"26 Rioja, La	Organismos autónomos y otros	2010	97"
"26 Rioja, La	Organismos autónomos y otros	2009	95"
"26 Rioja, La	Organismos autónomos y otros	2008	94"
"26 Rioja, La	Organismos autónomos y otros	2007	97"
"26 Rioja, La	Organismos autónomos y otros	2006	96"
"26 Rioja, La	Organismos autónomos y otros	2005	95"
"26 Rioja, La	Organismos autónomos y otros	2004	88"
"26 Rioja, La	Organismos autónomos y otros	2003	83"
"26 Rioja, La	Organismos autónomos y otros	2002	53"
"26 Rioja, La	Organismos autónomos y otros	2001	55"
"26 Rioja, La	Organismos autónomos y otros	2000	56"
"26 Rioja, La	Organismos autónomos y otros	1999	52"
"26 Rioja, La	Personas físicas	2024	11.362"
"26 Rioja, La	Personas físicas	2023	11.506"
"26 Rioja, La	Personas físicas	2022	12.276"
"26 Rioja, La	Personas físicas	2021	12.250"
"26 Rioja, La	Personas físicas	2020	12.463"
"26 Rioja, La	Personas físicas	2019	12.418"
"26 Rioja, La	Personas físicas	2018	12.357"
"26 Rioja, La	Personas físicas	2017	12.307"
"26 Rioja, La	Personas físicas	2016	11.648"
"26 Rioja, La	Personas físicas	2015	11.363"
"26 Rioja, La	Personas físicas	2014	11.195"
